drug_id,indication,target,has_positive_efficacy_phrase,has_severe_toxicity_phrase,text_embed_score,molecular_weight,logP,market_size_million,competition_level
D06074,melanoma,HER2,0,1,0.69,565.9,3.65,7.721,15
D06075,melanoma,mTOR,0,1,0.58,455.1,2.13,7.584,19
D06076,prostate_cancer,BRAF,0,1,0.445,303.4,2.79,7.639,19
D06077,ovarian_cancer,mTOR,0,1,0.546,574.2,2.1,6.295,16
D06078,lung_cancer,EGFR,0,0,0.508,536.0,2.24,42.385,4
D06079,breast_cancer,VEGF,1,0,0.635,488.5,3.57,25.236,1
D06080,breast_cancer,EGFR,0,1,0.779,427.2,3.14,36.886,10
D06081,lung_cancer,PD1,1,1,0.442,446.8,3.56,28.385,20
D06082,lung_cancer,ALK,1,0,0.75,498.8,3.05,41.154,3
D06083,prostate_cancer,ALK,1,1,0.776,604.7,3.53,10.256,12
D06084,colon_cancer,ALK,0,0,0.51,424.8,2.93,20.529,5
D06085,prostate_cancer,ALK,1,1,0.734,473.9,3.06,13.827,14
D06086,breast_cancer,EGFR,0,0,0.673,682.0,3.3,37.395,6
D06087,ovarian_cancer,VEGF,0,1,0.875,317.1,2.57,6.259,15
D06088,ovarian_cancer,ALK,1,0,0.587,325.4,2.74,8.363,12
D06089,ovarian_cancer,HER2,1,1,0.642,321.0,2.3,3.94,17
D06090,prostate_cancer,PD1,1,1,0.606,358.3,3.31,12.083,11
D06091,lung_cancer,mTOR,0,0,0.451,480.0,3.24,25.245,4
D06092,ovarian_cancer,PD1,0,0,0.867,471.6,1.88,5.881,13
D06093,prostate_cancer,PD1,1,0,0.774,521.1,4.54,9.046,4
D06094,prostate_cancer,EGFR,1,0,0.454,512.7,2.66,11.058,18
D06095,prostate_cancer,BRAF,1,1,0.697,365.8,2.27,13.233,9
D06096,colon_cancer,mTOR,1,0,0.694,516.2,3.86,21.698,18
D06097,melanoma,mTOR,0,1,0.793,500.9,3.64,6.478,11
D06098,breast_cancer,VEGF,0,1,0.809,536.6,3.41,28.854,19
D06099,melanoma,VEGF,0,1,0.689,427.3,3.14,9.303,5
D06100,prostate_cancer,mTOR,0,0,0.708,412.1,3.01,6.668,1
D06101,breast_cancer,VEGF,1,1,0.503,506.5,4.34,37.721,16
D06102,breast_cancer,PD1,1,0,0.562,375.2,3.39,23.292,20
D06103,colon_cancer,EGFR,1,0,0.526,598.5,3.61,16.958,14
D06104,lung_cancer,ALK,1,1,0.482,546.6,3.47,26.901,12
D06105,ovarian_cancer,mTOR,1,0,0.888,583.9,2.13,5.458,1
D06106,ovarian_cancer,ALK,1,0,0.703,369.1,2.99,3.559,10
D06107,melanoma,HER2,0,1,0.618,307.1,3.98,6.025,15
D06108,prostate_cancer,ALK,1,1,0.803,577.7,2.65,10.554,20
D06109,prostate_cancer,HER2,1,1,0.626,450.3,2.94,8.203,20
D06110,ovarian_cancer,PD1,1,1,0.879,484.2,3.1,7.337,13
D06111,lung_cancer,mTOR,0,1,0.491,524.7,2.86,36.972,16
D06112,melanoma,mTOR,1,0,0.619,555.5,3.36,5.789,5
D06113,breast_cancer,ALK,1,1,0.622,431.4,4.07,27.67,3
D06114,ovarian_cancer,EGFR,1,1,0.587,371.3,2.93,6.556,18
D06115,breast_cancer,VEGF,0,0,0.72,557.4,2.42,20.569,2
D06116,colon_cancer,ALK,0,1,0.543,504.8,3.43,26.092,15
D06117,breast_cancer,mTOR,1,1,0.542,411.2,2.94,26.45,19
D06118,lung_cancer,ALK,0,1,0.551,467.5,2.56,29.623,14
D06119,breast_cancer,BRAF,1,0,0.89,664.1,2.39,23.769,8
D06120,breast_cancer,EGFR,1,1,0.518,560.4,2.69,27.437,7
D06121,prostate_cancer,PD1,1,1,0.866,393.1,3.08,13.39,18
D06122,lung_cancer,ALK,1,0,0.652,531.9,3.74,43.256,4
D06123,ovarian_cancer,mTOR,0,1,0.68,605.0,5.36,7.583,11
D06124,prostate_cancer,mTOR,0,1,0.892,500.0,2.47,10.186,14
D06125,breast_cancer,EGFR,1,1,0.51,516.2,2.79,32.825,17
D06126,prostate_cancer,VEGF,1,1,0.606,554.1,1.96,11.123,19
D06127,melanoma,ALK,1,1,0.888,669.5,3.68,8.955,2
D06128,prostate_cancer,HER2,1,1,0.898,345.3,2.43,11.956,15
D06129,prostate_cancer,VEGF,1,0,0.873,545.3,3.94,14.052,1
D06130,prostate_cancer,EGFR,0,1,0.706,378.2,3.57,12.396,5
D06131,melanoma,PD1,0,1,0.658,324.2,2.93,6.728,13
D06132,breast_cancer,EGFR,1,1,0.735,569.0,2.56,34.757,14
D06133,melanoma,EGFR,0,1,0.621,359.4,3.12,6.016,18
D06134,prostate_cancer,BRAF,1,0,0.539,431.6,3.5,11.738,18
D06135,lung_cancer,HER2,1,0,0.891,409.2,2.38,41.781,10
D06136,lung_cancer,mTOR,1,1,0.782,318.3,3.14,42.267,1
D06137,colon_cancer,VEGF,1,1,0.709,467.1,2.05,22.158,14
D06138,ovarian_cancer,VEGF,1,0,0.785,495.5,3.82,7.445,1
D06139,colon_cancer,EGFR,0,0,0.604,462.8,3.21,21.231,6
D06140,lung_cancer,BRAF,0,0,0.559,501.9,2.04,38.688,18
D06141,melanoma,BRAF,0,0,0.642,644.5,2.62,9.722,11
D06142,breast_cancer,mTOR,0,0,0.544,532.5,3.62,39.208,19
D06143,breast_cancer,PD1,0,0,0.637,468.8,3.49,29.589,1
D06144,melanoma,HER2,0,0,0.814,499.7,1.87,7.646,17
D06145,breast_cancer,EGFR,1,1,0.742,453.4,2.51,30.037,14
D06146,ovarian_cancer,EGFR,1,1,0.481,443.1,1.96,6.214,14
D06147,colon_cancer,HER2,1,0,0.867,570.1,4.28,22.122,12
D06148,colon_cancer,ALK,1,1,0.792,558.2,4.02,26.025,11
D06149,colon_cancer,EGFR,0,1,0.872,452.4,2.49,26.358,15
D06150,melanoma,HER2,0,1,0.889,417.7,3.52,6.468,6
D06151,colon_cancer,HER2,0,0,0.714,498.2,2.94,28.679,11
D06152,ovarian_cancer,mTOR,0,0,0.571,583.6,3.32,6.023,12
D06153,melanoma,HER2,0,0,0.663,412.9,2.46,5.765,4
D06154,lung_cancer,BRAF,1,0,0.585,534.6,3.83,44.73,10
D06155,ovarian_cancer,VEGF,0,1,0.589,524.1,4.52,6.138,4
D06156,melanoma,BRAF,0,0,0.572,610.8,3.35,6.834,13
D06157,melanoma,EGFR,0,1,0.408,412.9,1.95,6.377,12
D06158,lung_cancer,EGFR,0,1,0.568,449.0,3.6,32.522,18
D06159,ovarian_cancer,VEGF,0,1,0.412,626.1,3.33,8.245,19
D06160,ovarian_cancer,HER2,0,1,0.555,573.5,2.8,7.738,20
D06161,breast_cancer,PD1,1,1,0.77,529.8,3.66,37.046,17
D06162,lung_cancer,HER2,0,1,0.506,321.6,2.67,30.438,10
D06163,melanoma,VEGF,0,1,0.581,556.0,3.22,8.856,4
D06164,melanoma,EGFR,0,0,0.575,384.3,1.06,8.912,10
D06165,prostate_cancer,HER2,0,1,0.536,450.7,2.94,11.724,20
D06166,prostate_cancer,BRAF,1,1,0.751,409.3,3.11,12.041,2
D06167,lung_cancer,HER2,0,1,0.578,520.5,3.54,39.792,18
D06168,lung_cancer,PD1,1,1,0.716,300.0,1.95,46.054,4
D06169,colon_cancer,EGFR,1,0,0.769,455.6,3.46,15.764,19
D06170,ovarian_cancer,mTOR,0,0,0.649,519.1,3.38,3.083,19
D06171,ovarian_cancer,EGFR,1,1,0.88,449.3,2.74,8.466,4
D06172,breast_cancer,EGFR,0,1,0.59,421.7,3.61,22.172,6
D06173,ovarian_cancer,EGFR,1,0,0.451,406.4,3.68,4.514,9
D06174,melanoma,mTOR,0,1,0.62,496.6,2.96,5.559,12
D06175,breast_cancer,mTOR,0,0,0.621,427.5,1.92,31.87,15
D06176,melanoma,VEGF,0,1,0.864,428.2,2.74,8.959,19
D06177,colon_cancer,mTOR,1,1,0.419,300.0,2.84,15.899,19
D06178,prostate_cancer,ALK,1,0,0.633,553.9,3.45,8.084,8
D06179,lung_cancer,BRAF,1,1,0.447,440.3,3.04,35.608,9
D06180,breast_cancer,mTOR,0,1,0.817,435.5,3.12,35.4,15
D06181,lung_cancer,mTOR,1,0,0.824,603.2,3.77,31.562,4
D06182,colon_cancer,VEGF,1,1,0.542,521.7,2.61,20.175,17
D06183,prostate_cancer,HER2,0,1,0.769,540.0,1.65,8.572,12
D06184,colon_cancer,EGFR,0,0,0.866,459.8,3.47,27.267,18
D06185,lung_cancer,PD1,1,1,0.468,539.2,3.54,40.074,18
D06186,breast_cancer,mTOR,0,1,0.865,503.6,2.84,34.719,10
D06187,breast_cancer,BRAF,1,1,0.401,523.0,2.24,36.033,10
D06188,prostate_cancer,HER2,0,1,0.618,412.4,3.05,13.604,9
D06189,lung_cancer,BRAF,0,1,0.747,493.9,1.54,29.758,7
D06190,colon_cancer,VEGF,1,1,0.571,516.4,3.62,16.295,7
D06191,breast_cancer,BRAF,1,0,0.816,473.8,4.9,24.156,9
D06192,lung_cancer,BRAF,1,1,0.436,425.4,2.71,25.222,12
D06193,colon_cancer,VEGF,1,0,0.833,448.4,2.94,20.089,12
D06194,melanoma,ALK,0,1,0.724,453.7,1.87,7.628,6
D06195,prostate_cancer,EGFR,1,0,0.635,436.3,2.92,7.362,7
D06196,breast_cancer,PD1,0,0,0.728,578.3,4.76,24.238,17
D06197,lung_cancer,HER2,0,0,0.603,586.8,2.38,28.959,8
D06198,breast_cancer,VEGF,1,0,0.624,424.3,2.87,38.318,14
D06199,melanoma,PD1,1,1,0.856,622.8,2.87,8.967,4
D06200,ovarian_cancer,HER2,1,1,0.669,373.8,2.6,5.678,15
D06201,colon_cancer,ALK,0,1,0.534,540.6,3.55,24.159,3
D06202,breast_cancer,mTOR,1,1,0.719,464.0,3.55,29.898,13
D06203,melanoma,ALK,1,0,0.855,300.0,3.08,6.652,13
D06204,prostate_cancer,mTOR,1,0,0.782,548.9,2.33,6.286,3
D06205,melanoma,EGFR,0,0,0.642,413.1,1.51,7.984,11
D06206,breast_cancer,PD1,0,0,0.677,607.2,2.42,30.68,7
D06207,breast_cancer,EGFR,1,0,0.656,499.3,3.48,22.108,13
D06208,colon_cancer,ALK,0,0,0.525,601.0,2.88,17.028,2
D06209,lung_cancer,BRAF,0,1,0.878,436.8,3.14,26.799,12
D06210,colon_cancer,BRAF,0,1,0.672,582.7,2.86,16.414,16
D06211,breast_cancer,PD1,0,1,0.69,403.6,1.77,21.689,13
D06212,melanoma,EGFR,1,0,0.518,382.3,3.69,6.9,2
D06213,colon_cancer,mTOR,0,0,0.605,454.4,2.51,29.833,6
D06214,breast_cancer,PD1,1,0,0.472,422.7,3.07,38.473,11
D06215,lung_cancer,HER2,0,1,0.881,460.8,2.78,27.482,8
D06216,colon_cancer,EGFR,1,0,0.433,587.9,4.23,22.94,2
D06217,lung_cancer,PD1,1,1,0.862,351.2,3.26,25.442,5
D06218,prostate_cancer,ALK,0,0,0.682,417.9,2.8,11.506,12
D06219,breast_cancer,BRAF,1,1,0.609,504.7,2.83,27.483,18
D06220,breast_cancer,mTOR,0,1,0.679,498.4,3.54,36.19,6
D06221,lung_cancer,PD1,0,1,0.877,503.6,2.48,36.776,7
D06222,lung_cancer,ALK,1,0,0.862,429.7,1.85,43.861,19
D06223,lung_cancer,VEGF,0,0,0.413,411.7,4.57,26.301,13
D06224,breast_cancer,mTOR,0,1,0.404,416.6,2.05,23.545,10
D06225,melanoma,PD1,1,1,0.712,505.6,2.91,8.581,17
D06226,ovarian_cancer,VEGF,0,0,0.484,464.4,4.13,4.37,4
D06227,colon_cancer,VEGF,0,0,0.486,523.9,2.58,23.623,6
D06228,colon_cancer,PD1,0,0,0.548,446.0,2.6,25.061,8
D06229,ovarian_cancer,HER2,1,1,0.785,550.0,2.75,5.207,8
D06230,prostate_cancer,EGFR,1,1,0.581,336.5,2.96,8.414,18
D06231,lung_cancer,EGFR,1,0,0.768,357.0,4.75,31.74,14
D06232,breast_cancer,mTOR,1,0,0.639,402.7,2.87,27.008,12
D06233,prostate_cancer,EGFR,1,1,0.672,500.7,2.77,10.857,12
D06234,lung_cancer,EGFR,1,1,0.885,456.8,3.34,40.427,2
D06235,prostate_cancer,VEGF,0,1,0.795,602.1,3.61,6.855,3
D06236,breast_cancer,BRAF,1,0,0.541,598.3,2.16,24.19,4
D06237,colon_cancer,HER2,1,1,0.532,505.4,3.12,16.733,3
D06238,colon_cancer,mTOR,0,0,0.843,508.1,4.1,25.158,7
D06239,colon_cancer,VEGF,0,1,0.483,462.3,2.68,17.612,13
D06240,lung_cancer,HER2,0,0,0.895,522.7,1.58,43.581,5
D06241,melanoma,mTOR,0,0,0.458,461.1,2.89,5.472,2
D06242,ovarian_cancer,VEGF,0,0,0.404,406.4,3.85,5.852,15
D06243,lung_cancer,ALK,1,1,0.633,395.0,2.89,43.462,2
D06244,colon_cancer,BRAF,0,1,0.414,503.5,4.08,16.104,1
D06245,lung_cancer,BRAF,1,1,0.786,479.2,3.75,44.948,8
D06246,prostate_cancer,PD1,0,1,0.899,536.0,3.1,9.283,12
D06247,lung_cancer,mTOR,1,0,0.581,392.8,1.85,31.593,8
D06248,prostate_cancer,EGFR,0,0,0.803,488.5,2.57,14.754,13
D06249,melanoma,EGFR,0,1,0.607,553.5,3.6,8.712,1
D06250,breast_cancer,PD1,0,0,0.583,465.2,2.07,28.915,15
D06251,colon_cancer,EGFR,1,0,0.584,520.9,2.19,16.282,11
D06252,breast_cancer,VEGF,0,1,0.832,419.3,2.22,32.481,20
D06253,melanoma,HER2,1,0,0.597,468.9,3.94,5.61,17
D06254,melanoma,ALK,0,1,0.808,479.6,2.65,7.769,8
D06255,lung_cancer,mTOR,0,1,0.833,358.0,3.44,27.833,3
D06256,colon_cancer,VEGF,1,0,0.479,417.6,3.09,25.526,17
D06257,colon_cancer,PD1,1,1,0.62,451.7,3.67,16.115,7
D06258,melanoma,EGFR,1,1,0.446,467.4,2.95,9.457,1
D06259,prostate_cancer,mTOR,1,1,0.555,518.9,4.69,14.495,2
D06260,ovarian_cancer,PD1,1,0,0.496,551.1,2.93,3.045,4
D06261,prostate_cancer,BRAF,0,1,0.602,480.3,2.58,14.157,15
D06262,lung_cancer,mTOR,0,0,0.725,404.0,2.56,25.919,4
D06263,prostate_cancer,VEGF,1,0,0.666,418.2,3.52,13.714,17
D06264,prostate_cancer,BRAF,0,1,0.481,394.3,4.07,14.438,11
D06265,melanoma,ALK,1,1,0.878,540.2,3.02,7.109,1
D06266,lung_cancer,EGFR,0,1,0.545,480.0,2.55,28.247,13
D06267,prostate_cancer,EGFR,1,0,0.826,501.6,3.87,6.676,14
D06268,colon_cancer,VEGF,1,0,0.551,423.7,1.77,24.912,3
D06269,lung_cancer,PD1,1,1,0.839,536.3,3.26,41.472,14
D06270,breast_cancer,PD1,0,0,0.514,390.4,2.41,36.859,14
D06271,colon_cancer,VEGF,0,0,0.611,411.3,2.42,22.668,13
D06272,lung_cancer,VEGF,1,0,0.714,454.1,2.79,33.449,5
D06273,breast_cancer,PD1,1,1,0.559,427.9,2.39,21.293,16
D06274,colon_cancer,mTOR,1,1,0.494,461.7,3.13,28.881,4
D06275,melanoma,BRAF,1,1,0.405,454.7,3.93,5.169,11
D06276,prostate_cancer,BRAF,1,0,0.448,520.6,1.73,13.935,16
D06277,prostate_cancer,EGFR,0,1,0.72,521.9,3.48,12.685,8
D06278,prostate_cancer,EGFR,0,1,0.672,445.2,1.8,13.63,2
D06279,prostate_cancer,mTOR,1,1,0.626,480.6,2.99,9.382,4
D06280,ovarian_cancer,BRAF,0,0,0.537,390.3,1.84,7.173,11
D06281,prostate_cancer,BRAF,1,1,0.644,473.0,2.81,13.54,8
D06282,breast_cancer,PD1,0,1,0.893,446.6,2.93,36.596,20
D06283,melanoma,VEGF,1,1,0.417,391.8,2.65,8.324,17
D06284,colon_cancer,VEGF,1,0,0.438,522.7,2.72,27.13,16
D06285,colon_cancer,EGFR,1,0,0.798,346.2,2.62,18.214,1
D06286,lung_cancer,HER2,0,1,0.711,394.4,3.21,38.925,15
D06287,colon_cancer,HER2,0,1,0.485,505.5,1.67,15.319,12
D06288,lung_cancer,ALK,1,1,0.861,540.7,2.11,28.829,3
D06289,ovarian_cancer,PD1,1,0,0.595,604.7,2.96,6.032,13
D06290,breast_cancer,HER2,0,1,0.438,380.3,2.09,38.798,4
D06291,lung_cancer,ALK,1,1,0.418,507.8,2.69,42.25,13
D06292,breast_cancer,HER2,1,0,0.655,472.3,4.29,30.655,2
D06293,melanoma,ALK,0,0,0.781,424.1,3.05,5.75,4
D06294,melanoma,ALK,1,0,0.839,593.6,3.22,5.743,6
D06295,breast_cancer,VEGF,0,0,0.565,351.5,3.4,29.721,5
D06296,colon_cancer,EGFR,0,1,0.871,387.0,4.13,28.379,4
D06297,melanoma,VEGF,1,0,0.879,414.2,5.38,6.306,7
D06298,colon_cancer,BRAF,0,1,0.726,597.4,2.36,22.418,5
D06299,breast_cancer,PD1,1,0,0.75,481.6,3.6,37.258,6
D06300,lung_cancer,HER2,1,0,0.406,542.7,3.35,31.316,2
D06301,melanoma,ALK,0,1,0.53,580.2,2.9,6.848,17
D06302,melanoma,EGFR,1,0,0.571,450.7,2.72,9.888,11
D06303,ovarian_cancer,VEGF,1,0,0.876,548.7,3.29,8.423,1
D06304,ovarian_cancer,PD1,1,1,0.647,503.3,3.64,7.804,20
D06305,breast_cancer,mTOR,1,0,0.644,315.9,3.25,29.207,12
D06306,melanoma,VEGF,0,0,0.611,497.5,4.34,8.405,3
D06307,breast_cancer,ALK,0,0,0.52,357.7,4.25,22.073,3
D06308,breast_cancer,HER2,0,0,0.453,486.0,3.39,29.508,7
D06309,colon_cancer,BRAF,0,0,0.834,614.1,3.45,21.075,19
D06310,colon_cancer,ALK,1,0,0.485,512.0,3.19,17.092,5
D06311,breast_cancer,VEGF,0,0,0.679,441.3,2.98,35.707,17
D06312,colon_cancer,HER2,1,0,0.871,422.8,2.96,26.353,19
D06313,colon_cancer,VEGF,0,0,0.64,300.0,3.34,29.76,12
D06314,ovarian_cancer,mTOR,0,1,0.709,470.3,2.73,3.743,4
D06315,melanoma,BRAF,0,0,0.588,497.6,1.85,5.27,1
D06316,ovarian_cancer,BRAF,0,1,0.434,634.3,2.92,3.64,8
D06317,lung_cancer,mTOR,1,1,0.757,468.3,2.23,38.612,8
D06318,ovarian_cancer,EGFR,0,1,0.719,481.9,4.11,8.908,15
D06319,prostate_cancer,BRAF,0,0,0.448,562.9,3.68,13.137,15
D06320,lung_cancer,HER2,1,1,0.598,523.7,2.71,32.655,12
D06321,colon_cancer,PD1,0,1,0.828,364.0,2.84,28.235,1
D06322,lung_cancer,PD1,0,1,0.561,461.1,3.84,48.583,17
D06323,breast_cancer,BRAF,0,1,0.676,504.8,4.29,22.022,4
D06324,ovarian_cancer,EGFR,0,0,0.659,575.8,2.63,4.932,5
D06325,prostate_cancer,ALK,1,1,0.641,336.4,4.11,14.778,6
D06326,colon_cancer,ALK,1,1,0.51,588.8,1.91,16.052,12
D06327,melanoma,BRAF,1,0,0.561,600.7,3.31,9.249,8
D06328,breast_cancer,HER2,0,1,0.786,492.9,4.29,27.627,14
D06329,prostate_cancer,mTOR,0,1,0.507,587.6,3.52,14.149,3
D06330,lung_cancer,ALK,0,1,0.748,517.9,3.49,49.972,19
D06331,colon_cancer,PD1,0,0,0.697,448.0,2.96,22.351,4
D06332,breast_cancer,PD1,0,0,0.644,407.8,2.73,32.455,15
D06333,lung_cancer,BRAF,0,1,0.686,450.7,2.49,41.303,1
D06334,melanoma,EGFR,0,0,0.848,490.9,2.74,6.434,12
D06335,ovarian_cancer,VEGF,0,1,0.472,520.2,1.7,3.579,6
D06336,colon_cancer,mTOR,1,0,0.549,470.9,3.11,23.383,16
D06337,breast_cancer,VEGF,1,1,0.43,455.1,2.86,28.492,11
D06338,breast_cancer,ALK,0,1,0.758,353.2,3.29,24.377,15
D06339,ovarian_cancer,HER2,0,0,0.412,531.8,3.39,5.702,6
D06340,prostate_cancer,HER2,0,1,0.638,563.1,3.16,13.314,20
D06341,lung_cancer,BRAF,0,1,0.748,518.3,3.12,42.543,1
D06342,ovarian_cancer,EGFR,1,1,0.539,535.0,1.74,5.613,15
D06343,prostate_cancer,HER2,0,1,0.532,408.5,4.27,14.964,2
D06344,colon_cancer,PD1,0,1,0.852,300.0,2.89,29.606,12
D06345,prostate_cancer,HER2,1,1,0.642,573.8,2.93,14.882,1
D06346,ovarian_cancer,BRAF,0,0,0.459,447.6,3.1,5.361,16
D06347,colon_cancer,ALK,0,0,0.862,451.8,3.02,15.361,8
D06348,colon_cancer,BRAF,0,1,0.837,425.3,3.89,20.237,18
D06349,lung_cancer,mTOR,1,0,0.685,593.9,2.89,46.073,9
D06350,melanoma,PD1,1,1,0.403,369.1,2.58,5.245,2
D06351,colon_cancer,EGFR,0,1,0.757,465.3,3.4,18.823,12
D06352,colon_cancer,ALK,1,1,0.664,399.4,2.38,18.166,18
D06353,melanoma,PD1,0,1,0.603,520.9,3.75,6.41,18
D06354,ovarian_cancer,ALK,0,1,0.598,430.3,1.93,3.807,15
D06355,melanoma,EGFR,0,0,0.665,742.7,3.63,8.483,20
D06356,colon_cancer,HER2,0,0,0.894,458.6,3.7,16.682,4
D06357,melanoma,PD1,0,1,0.43,470.0,3.69,8.375,12
D06358,ovarian_cancer,PD1,0,1,0.52,492.8,3.07,5.029,1
D06359,melanoma,BRAF,0,1,0.528,470.9,1.84,8.16,9
D06360,melanoma,BRAF,1,1,0.839,635.0,2.25,9.093,4
D06361,prostate_cancer,EGFR,0,0,0.75,371.2,2.83,7.095,15
D06362,melanoma,mTOR,0,0,0.581,403.1,2.96,9.817,4
D06363,melanoma,ALK,1,1,0.539,535.0,3.8,7.969,10
D06364,colon_cancer,BRAF,0,1,0.742,545.2,2.76,16.26,18
D06365,breast_cancer,VEGF,0,0,0.828,484.0,3.33,35.903,15
D06366,prostate_cancer,VEGF,1,1,0.784,339.4,3.46,14.402,20
D06367,prostate_cancer,VEGF,1,1,0.89,363.4,4.63,6.831,9
D06368,colon_cancer,ALK,1,0,0.845,447.6,2.85,23.616,10
D06369,melanoma,PD1,1,1,0.517,418.4,2.5,9.852,19
D06370,breast_cancer,HER2,1,1,0.68,661.9,3.75,32.88,16
D06371,breast_cancer,mTOR,1,1,0.609,356.1,4.2,25.093,19
D06372,melanoma,VEGF,1,0,0.561,575.5,2.78,6.371,5
D06373,colon_cancer,EGFR,0,1,0.461,504.5,2.99,16.902,18
D06374,ovarian_cancer,mTOR,1,1,0.618,637.8,2.36,5.746,14
D06375,prostate_cancer,mTOR,0,0,0.694,491.7,2.66,11.412,12
D06376,breast_cancer,mTOR,1,0,0.571,365.4,4.75,33.156,20
D06377,breast_cancer,EGFR,1,1,0.832,385.5,3.18,29.924,1
D06378,ovarian_cancer,BRAF,1,1,0.776,340.7,2.68,5.685,19
D06379,lung_cancer,EGFR,1,1,0.767,513.8,2.34,30.314,19
D06380,prostate_cancer,HER2,1,1,0.423,526.9,2.78,8.727,9
D06381,melanoma,mTOR,1,0,0.536,572.8,4.09,6.777,15
D06382,melanoma,EGFR,0,1,0.898,433.1,3.06,8.749,3
D06383,colon_cancer,PD1,1,1,0.709,494.7,3.5,15.537,20
D06384,prostate_cancer,ALK,1,1,0.806,481.2,3.15,7.19,13
D06385,prostate_cancer,VEGF,1,1,0.875,460.5,3.09,8.404,18
D06386,colon_cancer,PD1,1,1,0.755,583.8,3.52,24.817,13
D06387,prostate_cancer,mTOR,0,0,0.814,536.1,3.58,12.209,6
D06388,lung_cancer,HER2,1,0,0.9,467.7,3.26,47.462,7
D06389,lung_cancer,HER2,1,0,0.635,393.2,4.02,43.343,5
D06390,ovarian_cancer,HER2,0,1,0.595,300.0,2.93,4.962,17
D06391,ovarian_cancer,mTOR,0,1,0.821,571.3,1.91,8.18,14
D06392,melanoma,EGFR,0,1,0.863,512.0,2.46,9.055,18
D06393,lung_cancer,BRAF,0,1,0.618,450.5,3.76,46.879,9
D06394,ovarian_cancer,VEGF,1,0,0.746,495.8,1.37,3.277,16
D06395,ovarian_cancer,BRAF,1,0,0.616,401.9,3.78,4.344,16
D06396,melanoma,HER2,1,0,0.539,515.9,4.4,5.531,10
D06397,ovarian_cancer,EGFR,0,1,0.497,614.6,2.73,7.082,19
D06398,colon_cancer,EGFR,1,0,0.572,680.3,3.02,17.639,2
D06399,lung_cancer,mTOR,0,1,0.614,403.0,2.49,36.911,2
D06400,melanoma,ALK,0,0,0.427,300.0,4.29,8.349,1
D06401,ovarian_cancer,EGFR,0,0,0.777,607.6,2.19,7.497,19
D06402,lung_cancer,VEGF,0,1,0.55,461.8,3.08,29.446,14
D06403,ovarian_cancer,BRAF,0,1,0.712,403.2,1.6,3.586,1
D06404,lung_cancer,HER2,1,1,0.854,463.2,2.74,40.329,4
D06405,prostate_cancer,HER2,0,1,0.61,448.9,3.18,8.366,8
D06406,lung_cancer,EGFR,0,1,0.897,594.4,2.76,47.642,9
D06407,melanoma,PD1,1,0,0.889,493.6,3.58,8.268,1
D06408,breast_cancer,BRAF,0,0,0.896,524.3,2.51,32.055,13
D06409,melanoma,HER2,1,1,0.477,487.7,3.44,7.87,10
D06410,breast_cancer,ALK,0,1,0.579,389.7,4.01,37.236,10
D06411,breast_cancer,ALK,1,1,0.521,594.5,2.42,34.39,8
D06412,colon_cancer,HER2,1,0,0.768,495.5,3.51,15.146,6
D06413,melanoma,mTOR,0,0,0.898,436.4,3.39,7.877,3
D06414,melanoma,VEGF,1,0,0.874,493.1,1.83,6.65,7
D06415,breast_cancer,mTOR,1,0,0.539,516.7,2.12,36.838,10
D06416,prostate_cancer,BRAF,0,1,0.472,555.1,2.46,14.588,15
D06417,prostate_cancer,mTOR,0,1,0.83,467.1,4.1,6.713,6
D06418,ovarian_cancer,mTOR,1,0,0.653,519.7,2.14,5.881,16
D06419,ovarian_cancer,mTOR,0,0,0.547,398.8,2.52,5.659,6
D06420,ovarian_cancer,mTOR,1,1,0.491,511.6,3.29,7.496,4
D06421,prostate_cancer,PD1,1,0,0.437,412.6,2.07,10.624,5
D06422,lung_cancer,PD1,0,1,0.439,502.5,2.85,47.395,15
D06423,lung_cancer,ALK,0,0,0.698,652.6,3.03,45.112,8
D06424,prostate_cancer,VEGF,1,0,0.894,625.1,2.06,7.62,12
D06425,melanoma,ALK,0,1,0.71,354.1,2.1,6.11,12
D06426,colon_cancer,EGFR,0,0,0.585,575.1,4.4,28.54,3
D06427,lung_cancer,EGFR,1,1,0.585,417.4,2.63,36.073,8
D06428,lung_cancer,BRAF,0,1,0.429,386.5,1.55,26.158,3
D06429,prostate_cancer,HER2,1,1,0.684,537.5,3.18,6.83,15
D06430,colon_cancer,mTOR,0,1,0.899,480.8,1.88,15.102,4
D06431,prostate_cancer,HER2,1,0,0.627,611.2,2.6,8.124,20
D06432,melanoma,BRAF,0,0,0.821,522.7,1.84,9.374,4
D06433,prostate_cancer,PD1,0,1,0.478,464.8,3.23,13.444,18
D06434,ovarian_cancer,BRAF,0,0,0.875,506.2,3.12,7.064,9
D06435,lung_cancer,EGFR,1,0,0.504,519.6,2.1,34.532,9
D06436,prostate_cancer,ALK,1,1,0.427,495.8,3.09,14.24,11
D06437,lung_cancer,PD1,0,1,0.671,498.5,3.06,26.036,9
D06438,melanoma,EGFR,0,0,0.897,378.1,1.95,5.163,10
D06439,colon_cancer,EGFR,0,1,0.773,302.9,3.65,28.841,4
D06440,ovarian_cancer,PD1,1,0,0.815,546.2,3.67,3.907,13
D06441,ovarian_cancer,BRAF,0,1,0.798,504.5,1.29,8.887,16
D06442,melanoma,ALK,1,1,0.425,397.9,3.14,6.637,17
