indication,target,efficacy_label
rheumatoid_arthritis,PI3K,1
huntingtons,TIM3,0
cervical_cancer,IL-13,2
obesity,5-HT1A,0
huntingtons,PARP,1
influenza,PD-L1,1
esophageal_cancer,GCGR,0
parkinsons,TOP2,2
cardiomyopathy,NOTCH,1
liver_cancer,CD30,0
cervical_cancer,IGF1R,2
asthma,AP-1,2
influenza,CD20,1
hypertension,CD33,1
parkinsons,EGFR,0
atherosclerosis,5-HT2A,0
influenza,GLP-1R,1
hepatitis_b,ER_alpha,1
hypertension,RAS,0
hepatitis_c,CDK4,0
liver_cancer,ER_alpha,0
myocardial_infarction,EGFR,1
alzheimers,CDK6,0
hypertension,OX40,0
hiv_aids,IL-6,0
rheumatoid_arthritis,TNF_alpha,1
crohns_disease,ER_alpha,0
adhd,FGF,1
pneumonia,STAT,2
myocardial_infarction,MYC,0
breast_cancer,BRD4,1
prostate_cancer,MR,1
myocardial_infarction,TNF_alpha,1
alzheimers,PR,1
fibromyalgia,p53,1
ulcerative_colitis,HGF,0
thyroid_cancer,PD-1,2
prostate_cancer,TIM3,1
colorectal_cancer,BRAF,2
multiple_sclerosis,CEA,2
fibromyalgia,ERK,0
osteoporosis,GIPR,1
kidney_cancer,ER_beta,0
sepsis,ALK,1
hiv_aids,VEGFR,1
psoriasis,AKT,1
lymphoma,IGF1R,1
stroke,MEK,1
parkinsons,BTK,1
lymphoma,ER_beta,0
hyperlipidemia,NTRK,0
heart_failure,STAT,1
ulcerative_colitis,EGF,2
multiple_sclerosis,IGF1R,0
hepatitis_b,BTK,1
coronary_artery_disease,BTK,1
asthma,GABA_A,0
huntingtons,MYC,0
colorectal_cancer,MEK,1
depression,ER_beta,1
covid_19,PD1,0
brain_cancer,TOP1,0
crohns_disease,GLP-1R,1
parkinsons,CEA,0
esophageal_cancer,TIM3,2
autism,CD19,0
crohns_disease,PI3K,0
schizophrenia,RAS,1
crohns_disease,CDK4,1
depression,FGFR,1
liver_disease,CEA,1
type1_diabetes,AKT,1
atherosclerosis,IL-23,0
asthma,NOTCH,0
chronic_pain,FGF,2
migraine,SGLT2,1
schizophrenia,FGFR,1
celiac_disease,FGFR,1
arthritis,BCR-ABL,2
colon_cancer,5-HT1A,0
ulcerative_colitis,OX40,2
obesity,RAS,1
osteoporosis,PDGFR,1
type2_diabetes,Hedgehog,1
osteoporosis,GABA_A,1
ovarian_cancer,CEA,2
thyroid_cancer,CD33,2
fibromyalgia,BRAF,1
migraine,GR,0
ovarian_cancer,IL-13,0
migraine,ALK,0
esophageal_cancer,AKT,1
colorectal_cancer,MYC,2
colon_cancer,Wnt,2
obesity,FGFR,0
hepatitis_b,MR,0
osteoporosis,NMDA,1
migraine,EGFR,1
pancreatic_cancer,AR,0
colorectal_cancer,VEGF,2
kidney_cancer,IL-1,0
schizophrenia,IL-17,2
pneumonia,BRAF,1
malaria,PD-L1,1
arthritis,NTRK,0
lung_cancer,DNMT,0
tuberculosis,CEA,0
breast_cancer,CD47,2
hypertension,BCMA,0
gout,TOP2,1
anxiety,MYC,1
rheumatoid_arthritis,HIF,2
insomnia,IL-1,0
type2_diabetes,STAT,0
prostate_cancer,OX40,1
type1_diabetes,AMPA,1
tuberculosis,BCR-ABL,2
copd,IL-13,0
prostate_cancer,VEGF,0
colorectal_cancer,EGF,0
myocardial_infarction,GIPR,0
arthritis,AP-1,0
colon_cancer,DNMT,1
epilepsy,JAK,1
copd,LAG3,1
huntingtons,EGFR,0
autism,CDK6,2
hyperlipidemia,NTRK,1
heart_failure,NMDA,2
covid_19,p53,1
bladder_cancer,mTOR,1
lupus,TNF_alpha,2
migraine,NOTCH,2
hyperlipidemia,SGLT2,1
lung_cancer,TOP2,2
ulcerative_colitis,CDK4,2
type2_diabetes,GIPR,2
hiv_aids,ER_alpha,2
pneumonia,NTRK,0
type1_diabetes,GR,1
osteoporosis,AR,2
kidney_disease,GABA_A,0
colorectal_cancer,RET,1
heart_failure,FGFR,1
copd,CD19,1
tuberculosis,IGF1R,1
osteoporosis,JAK,1
kidney_disease,BRD4,0
stomach_cancer,c-MET,0
liver_cancer,BCMA,1
pneumonia,CDK4,1
anxiety,HER4,2
cervical_cancer,HDAC,0
stroke,IL-23,1
osteoporosis,MEK,2
insomnia,FGFR,1
covid_19,HGF,0
liver_disease,TGF_beta,0
bladder_cancer,CD19,0
als,CDK4,1
thyroid_cancer,BTK,2
copd,AR,0
crohns_disease,AMPA,0
melanoma,p53,2
malaria,mTOR,1
arthritis,CEA,2
lung_cancer,CD19,0
bladder_cancer,AP-1,2
epilepsy,CEA,2
stroke,CD20,0
kidney_cancer,TNF_alpha,2
bipolar_disorder,TNF_alpha,0
autism,NMDA,2
hyperlipidemia,CDK6,1
type1_diabetes,CD19,1
heart_failure,GLP-1R,0
lupus,mTOR,1
sepsis,MYC,0
type1_diabetes,HDAC,0
osteoporosis,JAK,2
hepatitis_c,HDAC,1
fibromyalgia,FGF,1
copd,AMPA,0
cervical_cancer,CD47,0
psoriasis,CD33,0
bipolar_disorder,GLP-1R,1
liver_cancer,STAT,1
stomach_cancer,MEK,1
kidney_disease,EGFR,2
arrhythmia,IGF1R,0
epilepsy,HIF,0
arrhythmia,GABA_A,0
thyroid_cancer,NMDA,1
obesity,HER3,1
liver_disease,LAG3,1
depression,5-HT1A,2
covid_19,GABA_A,1
stroke,HER4,0
colon_cancer,FGF,1
thyroid_cancer,GIPR,2
depression,JAK,0
als,TOP2,0
lupus,TNF_alpha,1
adhd,CD20,1
tuberculosis,EGF,0
lung_cancer,c-MET,2
tuberculosis,GIPR,1
ulcerative_colitis,TGF_beta,1
esophageal_cancer,MEK,2
arthritis,NF-kB,2
kidney_cancer,PI3K,2
rheumatoid_arthritis,AP-1,1
alzheimers,IL-6,1
autism,NOTCH,2
pancreatic_cancer,NMDA,2
hepatitis_b,HER2,2
heart_failure,MYC,0
arrhythmia,ER_beta,1
huntingtons,IL-23,0
ulcerative_colitis,ER_beta,0
psoriasis,FGF,0
pneumonia,AR,2
influenza,PI3K,2
pancreatic_cancer,AKT,2
leukemia,TIGIT,2
thyroid_cancer,STAT,1
insomnia,CD22,2
myocardial_infarction,RET,1
crohns_disease,PR,1
als,LAG3,0
hiv_aids,NTRK,0
chronic_pain,GABA_B,0
kidney_cancer,mTOR,1
coronary_artery_disease,LAG3,0
coronary_artery_disease,IGF1R,0
insomnia,HDAC,2
autism,BRAF,2
cervical_cancer,5-HT1A,2
autism,GCGR,2
celiac_disease,MYC,1
tuberculosis,PI3K,1
cervical_cancer,NTRK,2
influenza,BRD4,0
brain_cancer,Hedgehog,1
epilepsy,PR,2
alzheimers,TOP1,2
brain_cancer,BCR-ABL,1
lupus,CDK6,1
epilepsy,NTRK,2
lymphoma,ALK,1
myocardial_infarction,MEK,0
type1_diabetes,IL-4,1
epilepsy,TOP1,1
autism,ER_beta,2
thyroid_cancer,RET,2
myocardial_infarction,HER3,1
esophageal_cancer,AP-1,0
epilepsy,5-HT1A,1
alzheimers,mTOR,2
lupus,JAK,2
adhd,HER2,2
bladder_cancer,CD38,2
type2_diabetes,RET,1
colon_cancer,NOTCH,1
lupus,CD30,2
arrhythmia,VEGF,0
leukemia,PI3K,2
kidney_cancer,AMPA,2
atherosclerosis,GR,1
colon_cancer,GABA_B,2
copd,GIPR,0
ovarian_cancer,BRAF,2
melanoma,BRAF,1
kidney_disease,IL-6,0
insomnia,HER3,0
brain_cancer,CD38,2
breast_cancer,IGF1R,0
hyperlipidemia,HER4,0
cervical_cancer,D2,1
bladder_cancer,ER_beta,0
leukemia,RAS,2
bladder_cancer,RAS,2
kidney_disease,RAS,1
breast_cancer,IL-4,1
arthritis,HDAC,2
pancreatic_cancer,BTK,2
hypertension,AR,0
breast_cancer,TGF_beta,0
stomach_cancer,AP-1,1
melanoma,IL-4,1
hyperlipidemia,CDK6,1
hiv_aids,BRD4,0
depression,Wnt,2
cardiomyopathy,TOP2,2
sepsis,ERK,1
chronic_pain,CEA,1
type1_diabetes,FGF,2
adhd,PD1,2
epilepsy,PARP,1
atherosclerosis,MEK,0
myocardial_infarction,DNMT,2
kidney_cancer,HIF,0
ovarian_cancer,STAT,1
hiv_aids,TNF_alpha,2
cervical_cancer,JAK,1
thyroid_cancer,5-HT1A,2
osteoporosis,TGF_beta,0
huntingtons,CD33,1
cervical_cancer,mTOR,1
arthritis,ER_beta,2
arthritis,BRAF,1
colon_cancer,ERK,1
celiac_disease,SGLT2,0
fibromyalgia,CD22,2
als,IL-6,0
fibromyalgia,MYC,0
cervical_cancer,IL-1,0
ovarian_cancer,IL-13,1
influenza,MR,1
colorectal_cancer,EGFR,1
epilepsy,mTOR,2
hiv_aids,OX40,1
influenza,MEK,0
adhd,MEK,1
atherosclerosis,BCMA,1
ulcerative_colitis,GPC3,1
celiac_disease,GLP-1R,0
influenza,CTLA-4,1
als,NOTCH,1
ulcerative_colitis,BCR-ABL,2
lymphoma,GR,1
psoriasis,EGF,1
influenza,NTRK,2
hypertension,CDK6,1
prostate_cancer,CD38,0
hepatitis_c,VEGFR,1
heart_failure,RAS,1
colorectal_cancer,CD22,1
migraine,PD1,0
breast_cancer,GCGR,2
type2_diabetes,HDAC,1
alzheimers,BCR-ABL,1
cardiomyopathy,FGF,2
huntingtons,FGFR,1
ulcerative_colitis,D2,1
ulcerative_colitis,5-HT1A,0
alzheimers,HER3,1
pancreatic_cancer,ROS1,1
stomach_cancer,DNMT,0
leukemia,LAG3,1
hypertension,TGF_beta,0
osteoporosis,mTOR,2
malaria,CD19,0
esophageal_cancer,FGFR,1
lupus,Hedgehog,1
hepatitis_c,PI3K,0
hepatitis_b,MEK,2
alzheimers,BRAF,0
colon_cancer,ER_beta,1
arthritis,EGFR,1
bipolar_disorder,CD20,1
prostate_cancer,CD38,1
gout,ERK,0
arrhythmia,GABA_A,0
ovarian_cancer,CD30,2
psoriasis,EGFR,0
hepatitis_c,TNF_alpha,0
huntingtons,TIGIT,1
hepatitis_c,AP-1,1
influenza,PR,0
adhd,OX40,2
gout,IL-6,2
breast_cancer,BTK,2
hepatitis_b,SGLT2,0
parkinsons,HIF,2
psoriasis,RET,2
anxiety,CD19,2
alzheimers,mTOR,0
crohns_disease,CDK6,1
arthritis,CTLA-4,0
fibromyalgia,EGF,0
rheumatoid_arthritis,BCMA,2
heart_failure,TOP1,0
cervical_cancer,EGFR,1
kidney_disease,MEK,0
autism,CDK6,1
adhd,CEA,0
crohns_disease,JAK,0
coronary_artery_disease,ERK,0
pancreatic_cancer,CD20,1
covid_19,GCGR,1
ulcerative_colitis,TGF_beta,2
lung_cancer,MYC,1
gout,MYC,1
prostate_cancer,GIPR,0
gout,AKT,0
kidney_cancer,IL-13,1
schizophrenia,BTK,2
celiac_disease,CD33,2
hepatitis_b,PI3K,2
celiac_disease,RET,1
colon_cancer,AR,1
hepatitis_b,CD33,0
asthma,PD-L1,2
bipolar_disorder,FGF,1
bladder_cancer,HGF,1
brain_cancer,GABA_B,0
colon_cancer,CTLA-4,0
stroke,EGFR,0
heart_failure,VEGF,0
colorectal_cancer,TOP1,1
parkinsons,VEGF,1
liver_disease,NF-kB,0
influenza,HGF,0
als,ALK,1
anxiety,ALK,0
covid_19,VEGF,1
bladder_cancer,DNMT,1
breast_cancer,MR,2
migraine,BCMA,1
anxiety,CDK4,2
liver_cancer,IL-13,1
tuberculosis,VEGFR,0
kidney_cancer,GABA_B,0
colorectal_cancer,TIGIT,2
stomach_cancer,GLP-1R,1
bipolar_disorder,CDK4,0
insomnia,PD-1,1
arthritis,HER2,0
arthritis,PD-1,1
anxiety,AP-1,1
adhd,c-MET,0
hiv_aids,IL-13,0
lupus,BTK,1
type2_diabetes,GIPR,1
osteoporosis,IL-13,1
hepatitis_c,IL-6,0
hypertension,PD-L1,0
liver_disease,IL-1,1
melanoma,HDAC,2
multiple_sclerosis,AP-1,2
arthritis,TOP2,1
ovarian_cancer,EGFR,1
rheumatoid_arthritis,TOP1,1
alzheimers,TOP1,1
ulcerative_colitis,D2,0
atherosclerosis,GCGR,2
cervical_cancer,IL-23,0
ulcerative_colitis,CD30,2
ulcerative_colitis,5-HT1A,0
hyperlipidemia,VEGFR,0
sepsis,PARP,2
hiv_aids,PD1,0
epilepsy,PDGFR,1
osteoporosis,GCGR,1
autism,CD47,1
kidney_cancer,CEA,2
leukemia,IL-6,0
alzheimers,FGFR,2
chronic_pain,IL-1,1
ulcerative_colitis,MEK,1
leukemia,GABA_A,0
arthritis,IL-17,0
myocardial_infarction,CDK6,0
migraine,GPC3,2
arthritis,D2,1
hepatitis_b,p53,0
depression,GPC3,0
alzheimers,mTOR,0
multiple_sclerosis,HDAC,1
influenza,GPC3,1
ulcerative_colitis,PD-1,2
alzheimers,ER_alpha,1
migraine,FGF,1
tuberculosis,PD1,0
influenza,HER4,1
colon_cancer,NMDA,1
atherosclerosis,p53,1
arrhythmia,GPC3,1
atherosclerosis,GPC3,0
gout,EGFR,2
malaria,DNMT,2
huntingtons,TGF_beta,0
cervical_cancer,IL-23,1
colorectal_cancer,CD20,0
rheumatoid_arthritis,PDGFR,1
cervical_cancer,PR,0
esophageal_cancer,FGF,1
esophageal_cancer,PARP,1
osteoporosis,VEGFR,0
heart_failure,AP-1,2
arrhythmia,BRAF,2
tuberculosis,PARP,1
liver_disease,IL-17,0
tuberculosis,IL-6,1
ulcerative_colitis,5-HT2A,0
depression,EGFR,2
anxiety,TGF_beta,0
pancreatic_cancer,CD22,2
ulcerative_colitis,5-HT2A,0
multiple_sclerosis,HER4,1
thyroid_cancer,GABA_B,1
cervical_cancer,JAK,2
gout,IL-23,0
lymphoma,CD38,2
bipolar_disorder,HDAC,1
cervical_cancer,PDGFR,2
insomnia,CD20,1
heart_failure,ER_beta,0
stomach_cancer,HGF,2
colon_cancer,IL-6,0
coronary_artery_disease,ERK,1
tuberculosis,CD47,0
psoriasis,GIPR,0
pancreatic_cancer,BRAF,0
arrhythmia,GPC3,0
ovarian_cancer,AP-1,2
alzheimers,HGF,0
obesity,LAG3,1
arthritis,PD1,1
celiac_disease,CD33,1
alzheimers,AP-1,2
atherosclerosis,PD1,2
melanoma,IL-17,0
brain_cancer,ALK,1
rheumatoid_arthritis,BRAF,1
gout,CD19,2
gout,GABA_A,2
malaria,AR,2
type1_diabetes,RAS,1
cardiomyopathy,OX40,1
stroke,LAG3,1
colorectal_cancer,TOP1,1
ulcerative_colitis,GABA_B,0
arthritis,CD22,0
adhd,PDGFR,2
epilepsy,HGF,0
stomach_cancer,mTOR,2
ulcerative_colitis,CD38,1
gout,ER_beta,1
cervical_cancer,AR,0
migraine,MYC,1
alzheimers,TIM3,2
tuberculosis,IL-1,2
autism,GPC3,0
depression,AKT,1
psoriasis,GABA_A,1
covid_19,IL-4,1
pancreatic_cancer,TOP1,2
multiple_sclerosis,c-MET,1
rheumatoid_arthritis,BTK,2
kidney_cancer,CD47,2
melanoma,STAT,1
hiv_aids,CD47,0
cardiomyopathy,GPC3,0
tuberculosis,HDAC,1
epilepsy,CTLA-4,2
cardiomyopathy,D2,2
heart_failure,GPC3,1
pneumonia,IL-4,1
atherosclerosis,IL-6,1
alzheimers,RET,1
obesity,VEGF,0
pancreatic_cancer,ALK,2
crohns_disease,ERK,1
hepatitis_b,PD1,1
liver_disease,mTOR,1
melanoma,Wnt,1
type2_diabetes,CD38,1
alzheimers,GLP-1R,2
lymphoma,IL-6,2
cervical_cancer,CD47,2
pneumonia,HGF,0
colorectal_cancer,IL-4,1
malaria,PR,1
pneumonia,c-MET,0
multiple_sclerosis,SGLT2,0
ovarian_cancer,TOP2,0
gout,5-HT2A,1
parkinsons,CD19,1
colorectal_cancer,DNMT,2
liver_cancer,SGLT2,0
cervical_cancer,GABA_A,2
hypertension,IL-4,1
hepatitis_c,TGF_beta,1
leukemia,PD-L1,1
arthritis,ALK,2
covid_19,NTRK,1
adhd,5-HT1A,2
type1_diabetes,MEK,2
myocardial_infarction,BCR-ABL,2
celiac_disease,IL-17,1
bipolar_disorder,BRD4,1
lung_cancer,ALK,0
autism,IL-13,1
influenza,BRD4,0
bipolar_disorder,HER3,0
ovarian_cancer,CTLA-4,2
type2_diabetes,EGF,2
prostate_cancer,VEGFR,1
colorectal_cancer,AR,1
heart_failure,VEGF,0
alzheimers,PARP,1
insomnia,IL-23,0
psoriasis,CD38,2
ovarian_cancer,mTOR,0
colon_cancer,HIF,0
brain_cancer,OX40,2
sepsis,IL-17,2
coronary_artery_disease,ROS1,1
autism,GABA_B,0
ulcerative_colitis,p53,1
autism,DNMT,0
rheumatoid_arthritis,ER_beta,0
chronic_pain,HER2,0
covid_19,EGF,0
osteoporosis,CD20,1
bladder_cancer,NMDA,0
covid_19,p53,0
coronary_artery_disease,5-HT1A,0
heart_failure,LAG3,0
type1_diabetes,mTOR,1
schizophrenia,PARP,1
lymphoma,IL-13,0
gout,MYC,0
kidney_cancer,HDAC,0
asthma,CEA,2
liver_disease,AR,0
obesity,GPC3,1
breast_cancer,MEK,1
asthma,FGF,1
huntingtons,CD20,0
cardiomyopathy,CD47,2
thyroid_cancer,mTOR,2
depression,BRAF,0
coronary_artery_disease,VEGF,0
stroke,TGF_beta,1
depression,CD20,1
hyperlipidemia,PD1,2
pancreatic_cancer,CEA,2
lupus,OX40,2
prostate_cancer,ER_beta,2
hepatitis_b,PR,0
celiac_disease,PD-L1,1
liver_cancer,IL-6,0
hepatitis_b,SGLT2,1
alzheimers,PARP,1
parkinsons,IL-4,1
cervical_cancer,NF-kB,1
atherosclerosis,IL-4,2
thyroid_cancer,FGF,2
type2_diabetes,CD47,2
als,IGF1R,1
multiple_sclerosis,PR,0
covid_19,D2,0
lymphoma,HER3,2
brain_cancer,IL-23,1
melanoma,5-HT2A,1
psoriasis,CD20,2
osteoporosis,ROS1,0
bipolar_disorder,PD1,1
crohns_disease,BRAF,2
colon_cancer,HER3,2
rheumatoid_arthritis,TIGIT,2
hypertension,FGF,1
insomnia,PR,2
coronary_artery_disease,CD33,2
arrhythmia,HER4,1
hepatitis_b,c-MET,2
pneumonia,TIGIT,1
huntingtons,PD-1,2
chronic_pain,GR,2
lupus,TNF_alpha,1
autism,VEGFR,0
lymphoma,MYC,2
tuberculosis,NF-kB,2
arrhythmia,Wnt,1
malaria,CTLA-4,0
osteoporosis,MYC,0
esophageal_cancer,PR,1
depression,ALK,2
psoriasis,GIPR,0
bipolar_disorder,TNF_alpha,0
schizophrenia,PARP,1
thyroid_cancer,IL-17,1
pneumonia,PD-1,1
copd,CD33,0
esophageal_cancer,PARP,2
arrhythmia,VEGFR,1
ulcerative_colitis,5-HT1A,0
depression,TOP2,1
migraine,AR,1
anxiety,c-MET,2
melanoma,IL-17,0
lung_cancer,NF-kB,2
anxiety,p53,0
influenza,PR,0
lupus,IL-1,1
depression,PDGFR,0
obesity,EGF,0
kidney_cancer,D2,1
colon_cancer,PI3K,2
hypertension,IL-23,2
heart_failure,DNMT,1
cardiomyopathy,HGF,1
hyperlipidemia,BRD4,1
liver_disease,D2,1
lupus,NTRK,1
lupus,IL-17,1
covid_19,IL-4,2
heart_failure,ER_alpha,0
migraine,CD20,0
tuberculosis,CD20,1
obesity,IL-1,0
stroke,PD1,0
myocardial_infarction,RET,0
liver_disease,OX40,1
insomnia,GABA_B,0
epilepsy,HDAC,1
cervical_cancer,p53,2
bipolar_disorder,CD22,2
stomach_cancer,CEA,0
type2_diabetes,HER4,1
hypertension,AMPA,0
melanoma,EGFR,1
brain_cancer,HER3,1
cardiomyopathy,HER3,2
esophageal_cancer,CD20,1
crohns_disease,IGF1R,2
gout,JAK,1
ulcerative_colitis,CD19,1
parkinsons,MYC,2
arthritis,AKT,2
hypertension,CDK4,1
cardiomyopathy,GLP-1R,2
brain_cancer,AMPA,1
crohns_disease,NF-kB,1
ulcerative_colitis,CD30,2
ulcerative_colitis,NOTCH,2
chronic_pain,NTRK,0
melanoma,CD33,1
type1_diabetes,PDGFR,2
lymphoma,IL-4,0
colon_cancer,HER4,2
parkinsons,JAK,0
liver_disease,STAT,1
psoriasis,PI3K,1
kidney_disease,CEA,0
lupus,PD-L1,1
influenza,PR,1
parkinsons,IGF1R,1
liver_cancer,TNF_alpha,0
tuberculosis,CD33,0
cervical_cancer,BRD4,2
parkinsons,HER4,0
adhd,AP-1,0
leukemia,IL-1,1
hepatitis_b,BRAF,2
chronic_pain,VEGFR,2
celiac_disease,HER3,2
autism,EGFR,0
lupus,NTRK,0
fibromyalgia,VEGF,1
depression,CD19,0
insomnia,PD1,1
myocardial_infarction,IL-17,1
stroke,CD47,1
heart_failure,LAG3,1
prostate_cancer,GPC3,2
copd,5-HT1A,0
type1_diabetes,CEA,2
insomnia,EGFR,2
autism,PDGFR,0
crohns_disease,PR,2
cardiomyopathy,CD38,0
autism,CD33,0
colorectal_cancer,VEGFR,0
leukemia,TOP1,0
multiple_sclerosis,5-HT2A,2
type2_diabetes,FGFR,1
stroke,CDK6,0
schizophrenia,HIF,0
covid_19,NOTCH,1
brain_cancer,mTOR,1
depression,HIF,1
liver_disease,GABA_B,1
melanoma,RET,2
stomach_cancer,CD38,1
arrhythmia,HER3,0
brain_cancer,PD-L1,2
rheumatoid_arthritis,IL-13,2
hepatitis_c,CD20,0
depression,MR,2
sepsis,CTLA-4,0
gout,EGF,1
gout,ROS1,1
depression,ALK,0
crohns_disease,CDK4,2
gout,IL-6,2
breast_cancer,LAG3,2
bipolar_disorder,VEGF,0
colorectal_cancer,FGF,2
liver_disease,Wnt,0
hiv_aids,SGLT2,2
fibromyalgia,HER2,1
leukemia,GCGR,1
stroke,VEGFR,1
thyroid_cancer,ER_alpha,0
obesity,GPC3,0
alzheimers,SGLT2,0
huntingtons,SGLT2,2
thyroid_cancer,TNF_alpha,1
celiac_disease,D2,2
prostate_cancer,5-HT1A,0
crohns_disease,MR,0
atherosclerosis,HER4,0
schizophrenia,PDGFR,2
celiac_disease,ERK,1
liver_disease,CD38,1
type2_diabetes,FGFR,0
anxiety,p53,1
breast_cancer,CD38,2
obesity,AR,1
crohns_disease,AMPA,2
hyperlipidemia,RAS,1
schizophrenia,PD1,1
prostate_cancer,HIF,2
migraine,mTOR,1
depression,FGF,1
obesity,BCMA,1
arthritis,EGF,0
kidney_disease,FGF,2
bladder_cancer,SGLT2,2
liver_disease,CD22,1
lymphoma,CDK6,2
brain_cancer,AKT,2
covid_19,TGF_beta,1
anxiety,BTK,0
stomach_cancer,GIPR,1
type1_diabetes,DNMT,0
esophageal_cancer,5-HT1A,1
sepsis,BRD4,0
thyroid_cancer,BTK,2
celiac_disease,CD47,1
copd,CDK4,0
coronary_artery_disease,CD30,2
rheumatoid_arthritis,IL-6,1
colon_cancer,AR,0
brain_cancer,CD22,0
osteoporosis,CD20,0
depression,AP-1,0
arrhythmia,MYC,0
lupus,c-MET,2
ulcerative_colitis,MR,2
esophageal_cancer,TOP1,2
gout,AMPA,0
epilepsy,MEK,0
fibromyalgia,PI3K,0
crohns_disease,NF-kB,2
kidney_disease,PD1,0
insomnia,CTLA-4,0
insomnia,AKT,1
obesity,TOP2,1
lupus,5-HT2A,1
liver_disease,CD38,0
insomnia,IL-13,0
epilepsy,IGF1R,2
lymphoma,IL-13,2
autism,Wnt,0
gout,mTOR,1
lymphoma,CD33,2
thyroid_cancer,AKT,2
hepatitis_b,NF-kB,0
influenza,DNMT,1
malaria,RAS,0
melanoma,IL-17,0
chronic_pain,ERK,2
hyperlipidemia,BRAF,2
copd,ALK,0
stomach_cancer,AR,1
melanoma,TNF_alpha,0
hepatitis_b,RET,1
atherosclerosis,CEA,1
atherosclerosis,MR,1
bladder_cancer,MEK,1
alzheimers,IL-6,0
chronic_pain,GLP-1R,1
cardiomyopathy,HGF,0
coronary_artery_disease,TOP2,1
heart_failure,GLP-1R,0
atherosclerosis,CD30,0
melanoma,IL-4,2
psoriasis,IL-1,1
leukemia,TOP1,0
prostate_cancer,TGF_beta,1
lymphoma,IL-1,0
crohns_disease,FGFR,1
cardiomyopathy,CD38,2
huntingtons,NMDA,1
celiac_disease,AP-1,2
cervical_cancer,PD-L1,0
fibromyalgia,ALK,2
ovarian_cancer,RAS,1
psoriasis,IL-4,1
brain_cancer,OX40,1
type2_diabetes,AP-1,1
type2_diabetes,CD19,2
melanoma,MYC,0
anxiety,CD20,2
atherosclerosis,NMDA,0
type1_diabetes,AP-1,1
cardiomyopathy,FGFR,0
hepatitis_b,HER4,0
asthma,GLP-1R,0
ulcerative_colitis,GIPR,1
esophageal_cancer,IL-4,0
esophageal_cancer,ALK,0
pneumonia,D2,0
ulcerative_colitis,p53,1
parkinsons,LAG3,1
thyroid_cancer,ALK,1
adhd,HER4,0
esophageal_cancer,TIM3,1
prostate_cancer,GABA_A,2
obesity,MEK,2
bladder_cancer,Hedgehog,2
ulcerative_colitis,FGF,2
sepsis,AKT,0
hypertension,IL-4,1
breast_cancer,HDAC,2
anxiety,BCR-ABL,1
asthma,MYC,1
schizophrenia,CD30,2
arrhythmia,AKT,1
hyperlipidemia,STAT,0
autism,ROS1,1
hypertension,SGLT2,0
hiv_aids,mTOR,2
autism,HER2,1
arthritis,GABA_A,1
tuberculosis,AMPA,2
kidney_disease,VEGFR,2
thyroid_cancer,IL-23,1
ulcerative_colitis,PARP,2
autism,EGF,1
prostate_cancer,CD30,2
multiple_sclerosis,TIM3,2
kidney_cancer,CD20,1
multiple_sclerosis,CD19,0
stroke,GLP-1R,2
stroke,NTRK,1
hiv_aids,ER_beta,2
liver_disease,MEK,0
type1_diabetes,mTOR,2
kidney_cancer,STAT,2
celiac_disease,TNF_alpha,1
als,BCR-ABL,1
hyperlipidemia,CEA,2
colon_cancer,ALK,1
asthma,PD-L1,1
covid_19,CD20,0
atherosclerosis,CDK6,1
anxiety,TOP2,2
hyperlipidemia,CD19,2
bladder_cancer,FGF,0
type1_diabetes,TIGIT,1
psoriasis,CD47,2
bladder_cancer,MR,2
tuberculosis,TOP2,1
kidney_cancer,c-MET,2
bipolar_disorder,PR,2
hyperlipidemia,GR,1
coronary_artery_disease,CD30,1
malaria,PD1,1
hepatitis_b,SGLT2,2
tuberculosis,IL-1,1
als,PR,0
anxiety,GABA_B,1
pancreatic_cancer,NOTCH,1
brain_cancer,D2,2
multiple_sclerosis,ROS1,0
osteoporosis,BTK,1
bladder_cancer,CDK6,2
thyroid_cancer,p53,2
hypertension,CEA,1
parkinsons,RET,2
copd,NMDA,1
obesity,STAT,2
stomach_cancer,mTOR,2
hypertension,AP-1,1
hepatitis_b,CD30,0
brain_cancer,STAT,1
malaria,LAG3,0
hiv_aids,CTLA-4,1
heart_failure,HER4,1
malaria,CD20,1
rheumatoid_arthritis,STAT,2
obesity,D2,0
arthritis,TIM3,2
insomnia,TNF_alpha,0
hiv_aids,GABA_B,2
parkinsons,ALK,0
type1_diabetes,HDAC,0
prostate_cancer,5-HT2A,0
lupus,CD20,1
coronary_artery_disease,Hedgehog,1
hiv_aids,TOP2,1
chronic_pain,5-HT1A,1
heart_failure,GCGR,1
tuberculosis,ER_beta,1
pneumonia,CD38,2
obesity,NTRK,0
ulcerative_colitis,MR,1
autism,LAG3,0
autism,BTK,0
gout,CD22,1
hiv_aids,Hedgehog,1
coronary_artery_disease,EGFR,1
cardiomyopathy,ER_beta,0
ovarian_cancer,5-HT1A,0
hiv_aids,AP-1,2
liver_disease,RET,1
osteoporosis,HER4,1
alzheimers,CEA,0
influenza,GR,1
hyperlipidemia,CD30,1
parkinsons,HER2,1
epilepsy,GPC3,0
pancreatic_cancer,IL-4,2
sepsis,NTRK,2
autism,PD1,0
hyperlipidemia,TIGIT,1
arthritis,PR,1
adhd,IL-4,1
colorectal_cancer,CD19,1
prostate_cancer,GCGR,1
cardiomyopathy,ER_alpha,2
depression,IL-23,1
hyperlipidemia,PR,1
